# Total Jobs Found: 363, Scrape Date: 2026-01-07 13:23:03
title,company,location,posted_date,link,source
Data Scientist,Odixcity Consulting,Eritrea,2025-11-15,https://er.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336304791?position=2&pageNum=0&refId=%2FRdkFR75KLpULfRwkUMfhg%3D%3D&trackingId=%2FsZVOx1xfiyiPep6mJxq9g%3D%3D,LinkedIn
Zoho Developer,Odixcity Consulting,Eritrea,2025-12-22,https://er.linkedin.com/jobs/view/zoho-developer-at-odixcity-consulting-4345665301?position=3&pageNum=0&refId=%2FRdkFR75KLpULfRwkUMfhg%3D%3D&trackingId=YQZT8XDqOnz4kyBVObTW0Q%3D%3D,LinkedIn
****** *********,******** **********,*******,2025-11-14,https://er.linkedin.com/jobs/view/python-developer-at-odixcity-consulting-4335867128?position=4&pageNum=0&refId=%2FRdkFR75KLpULfRwkUMfhg%3D%3D&trackingId=lAvfA96la4%2FeK6mf2ur5Wg%3D%3D,LinkedIn
***** ********,******** **********,*******,2025-11-15,https://er.linkedin.com/jobs/view/cloud-engineer-at-odixcity-consulting-4336175389?position=5&pageNum=0&refId=%2FRdkFR75KLpULfRwkUMfhg%3D%3D&trackingId=f8fHVAiZvwF3LXJP00bJEw%3D%3D,LinkedIn
******* ******** ******,******** **********,*******,2025-11-14,https://er.linkedin.com/jobs/view/machine-learning-expert-at-odixcity-consulting-4335996596?position=6&pageNum=0&refId=%2FRdkFR75KLpULfRwkUMfhg%3D%3D&trackingId=jx10Ygb6DYv2pdN1gw0A5Q%3D%3D,LinkedIn
*** ********,******** **********,*******,2025-11-14,https://er.linkedin.com/jobs/view/nlp-engineer-at-odixcity-consulting-4335976832?position=7&pageNum=0&refId=%2FRdkFR75KLpULfRwkUMfhg%3D%3D&trackingId=fm5cw9GnDblQa%2FeDjwtZ3A%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Eritrea,2025-11-15,https://er.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105501?position=1&pageNum=0&refId=GHPOQcXhMOLhhiIH4kUtng%3D%3D&trackingId=fch2UJDSNuH2%2FudssJu07g%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Eritrea,2025-11-15,https://er.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336304791?position=2&pageNum=0&refId=GHPOQcXhMOLhhiIH4kUtng%3D%3D&trackingId=YNA1v3GNwjvJ6iKELJyrbw%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Eritrea,2025-11-15,https://er.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105501?position=1&pageNum=0&refId=NpK2Hgc%2BSnTk6%2FjfEhaiqQ%3D%3D&trackingId=vw8sXFT%2BWlekpnLZWdwxnw%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Eritrea,2025-11-15,https://er.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336304791?position=2&pageNum=0&refId=NpK2Hgc%2BSnTk6%2FjfEhaiqQ%3D%3D&trackingId=6H7e3ktxH43esfiAZHceOw%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Eritrea,2025-11-15,https://er.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105501?position=1&pageNum=0&refId=LgxM3gr8BVsUpRIHWEB8aQ%3D%3D&trackingId=jUtcFRKrbysBZZuxjtXwyg%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Eritrea,2025-11-15,https://er.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336304791?position=2&pageNum=0&refId=LgxM3gr8BVsUpRIHWEB8aQ%3D%3D&trackingId=GGzWPYqyGLFqrHyvYallqA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Eritrea,2025-11-15,https://er.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105501?position=1&pageNum=0&refId=EksUs8hFo1Kbv2JAqAcU5w%3D%3D&trackingId=W8jaqAKwfVxsJl5gDnePfQ%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Eritrea,2025-11-15,https://er.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105501?position=1&pageNum=0&refId=VAQlDm4FtSacm9FgWhjpdg%3D%3D&trackingId=F9fhTgDKge33cS%2BOYjpGWw%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Somalia,2025-11-15,https://so.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336265118?position=1&pageNum=0&refId=dZoESfB4zYvTw3Z1%2BUtZ%2Bg%3D%3D&trackingId=8G6R%2BKTGHHKiwOrlYUMwUQ%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Somalia,2025-11-15,https://so.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336075521?position=2&pageNum=0&refId=dZoESfB4zYvTw3Z1%2BUtZ%2Bg%3D%3D&trackingId=hHkNcQn3k6WchqLW%2Bx9xvg%3D%3D,LinkedIn
Zoho Developer,Odixcity Consulting,Somalia,2025-12-22,https://so.linkedin.com/jobs/view/zoho-developer-at-odixcity-consulting-4345744505?position=3&pageNum=0&refId=dZoESfB4zYvTw3Z1%2BUtZ%2Bg%3D%3D&trackingId=1bvtVe74TUgIpvV7wlKiWA%3D%3D,LinkedIn
****** *********,******** **********,*******,2025-11-14,https://so.linkedin.com/jobs/view/python-developer-at-odixcity-consulting-4335847003?position=4&pageNum=0&refId=dZoESfB4zYvTw3Z1%2BUtZ%2Bg%3D%3D&trackingId=CsVBzT02s8Po00kcLWVeSQ%3D%3D,LinkedIn
***** ********,******** **********,*******,2025-11-15,https://so.linkedin.com/jobs/view/cloud-engineer-at-odixcity-consulting-4336205172?position=5&pageNum=0&refId=dZoESfB4zYvTw3Z1%2BUtZ%2Bg%3D%3D&trackingId=AFrEtaFUsrU9jbBlNFG3gQ%3D%3D,LinkedIn
******* ******** ******,******** **********,*******,2025-11-14,https://so.linkedin.com/jobs/view/machine-learning-expert-at-odixcity-consulting-4335837196?position=6&pageNum=0&refId=dZoESfB4zYvTw3Z1%2BUtZ%2Bg%3D%3D&trackingId=Ajd0mFIFYrPjOfUWP9Kb4w%3D%3D,LinkedIn
*** ********,******** **********,*******,2025-11-15,https://so.linkedin.com/jobs/view/nlp-engineer-at-odixcity-consulting-4336085641?position=7&pageNum=0&refId=dZoESfB4zYvTw3Z1%2BUtZ%2Bg%3D%3D&trackingId=uCDXULUFNLsv1zClqqS%2Bwg%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Somalia,2025-11-15,https://so.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336265118?position=1&pageNum=0&refId=6hG3Ds%2BKrmcVCRcQ8Ls2jA%3D%3D&trackingId=kpfY3tquSPPnYs5E9Sqh7w%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Somalia,2025-11-15,https://so.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336075521?position=2&pageNum=0&refId=6hG3Ds%2BKrmcVCRcQ8Ls2jA%3D%3D&trackingId=b6gmYgg%2BkM1mL3kKZLMCxA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Somalia,2025-11-15,https://so.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336265118?position=1&pageNum=0&refId=z92tAlOSUrqo6FpKvzCtdA%3D%3D&trackingId=kzqOP02SrIefzHl9OLAgeg%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Somalia,2025-11-15,https://so.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336075521?position=2&pageNum=0&refId=z92tAlOSUrqo6FpKvzCtdA%3D%3D&trackingId=gAxvuqrWDqsvMvbygUmOxw%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Somalia,2025-11-15,https://so.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336265118?position=1&pageNum=0&refId=6PKz8oUmCZenoZY3Mpnwgg%3D%3D&trackingId=79jmhTlWxSrwwhenZudIVw%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Somalia,2025-11-15,https://so.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336075521?position=2&pageNum=0&refId=6PKz8oUmCZenoZY3Mpnwgg%3D%3D&trackingId=umLMTaT9PalpvAdKeq80fA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Somalia,2025-11-15,https://so.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336265118?position=1&pageNum=0&refId=8Ws9Jf7G3f%2BgQc7E2UhGuQ%3D%3D&trackingId=YVSwoOGA3cFUTHt7pwfhxg%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Somalia,2025-11-15,https://so.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336265118?position=1&pageNum=0&refId=eropbc8Y34BXfmfUnH1ErQ%3D%3D&trackingId=XGGGhzfdIRmZNNTw9tApuQ%3D%3D,LinkedIn
